Índice;Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
1837;4/30/2004;Godsend;$30.000.000;$14.334.645;$16.910.708
1838;6/20/2003;Alex & Emma;$30.000.000;$14.208.384;$15.358.583
1839;9/3/2004;Wicker Park;$30.000.000;$13.001.257;$21.577.076
1840;12/25/2005;The New World;$30.000.000;$12.712.093;$26.184.400
1841;6/29/2007;Evening;$30.000.000;$12.406.646;$12.885.574
1842;1/18/2013;The Last Stand;$30.000.000;$12.050.299;$48.330.757
1843;1/15/1999;In Dreams;$30.000.000;$12.017.369;$12.017.369
1844;3/12/1999;Wing Commander;$30.000.000;$11.578.022;$11.578.022
1845;1/12/2001;Antitrust;$30.000.000;$10.965.209;$17.865.209
1846;3/8/2013;Dead Man Down;$30.000.000;$10.895.295;$19.599.974
1847;4/29/2011;Hoodwinked Too: Hood vs. Evil;$30.000.000;$10.143.779;$23.353.111
1848;4/10/2009;Dragonball Evolution;$30.000.000;$9.362.785;$58.228.460
1849;9/24/2004;First Daughter;$30.000.000;$9.055.010;$10.419.084
1850;9/9/2005;An Unfinished Life;$30.000.000;$8.535.575;$18.535.575
1851;12/25/2009;The Imaginarium of Doctor Parnassus;$30.000.000;$7.689.607;$64.352.607
1852;1/14/2011;Barney's Version;$30.000.000;$7.502.560;$8.845.575
1853;9/20/2002;Trapped;$30.000.000;$6.916.869;$6.916.869
1854;6/1/1984;Once Upon a Time in America;$30.000.000;$5.321.508;$5.564.014
1855;1/22/1999;Gloria;$30.000.000;$4.167.493;$4.967.493
1856;9/21/2007;The Assassination of Jesse James by the Coward Robert Ford;$30.000.000;$3.909.149;$15.313.631
1857;12/29/2004;The Merchant of Venice;$30.000.000;$3.765.585;$18.765.585
1858;4/2/2003;The Good Thief;$30.000.000;$3.517.797;$6.460.758
1859;8/17/2005;Supercross;$30.000.000;$3.102.550;$3.252.550
1860;12/29/2006;Miss Potter;$30.000.000;$3.005.605;$35.891.257
1861;5/5/2006;Wu ji;$30.000.000;$669.625;$35.869.934
1862;9/23/2011;Machine Gun Preacher;$30.000.000;$538.690;$3.721.988
1863;6/15/2007;DOA: Dead or Alive;$30.000.000;$480.314;$7.755.686
1864;2/19/2010;Le Petit Nicolas;$30.000.000;$201.857;$52.339.566
1865;10/7/2011;Xinhai geming;$30.000.000;$135.739;$8.593.154
1866;1/30/2015;Wild Card;$30.000.000;$3.200;$929.157
1867;6/5/2015;United Passions;$30.000.000;$918;$168.832
1868;12/31/2010;Konferenz der Tiere;$30.000.000;$0;$53.048.539
1869;12/1/2015;Grace of Monaco;$30.000.000;$0;$25.199.891
1870;12/14/2007;Goodbye Bafana;$30.000.000;$0;$2.717.302
1871;3/8/2016;Savva. Serdtse voyna;$30.000.000;$0;$1.841.369
1872;12/31/2013;Space Pirate Captain Harlock;$30.000.000;$0;$143.490
1873;12/31/2015;Bilal;$30.000.000;$0;$141.661
1874;12/31/2003;Ripley's Game;$30.000.000;$0;$0
1875;2/24/2017;Collide;$29.200.000;$2.280.004;$5.278.519
1876;5/15/2015;Pitch Perfect 2;$29.000.000;$183.785.415;$287.130.801
1877;11/18/2005;Walk the Line;$29.000.000;$119.519.402;$187.707.495
1878;4/8/2016;The Boss;$29.000.000;$63.077.560;$78.652.395
1879;12/27/1995;Twelve Monkeys;$29.000.000;$57.141.459;$168.841.459
1880;9/12/2003;Once Upon a Time in Mexico;$29.000.000;$56.330.657;$97.413.527
1881;4/14/2000;Keeping the Faith;$29.000.000;$37.036.404;$45.336.404
1882;8/18/2017;Logan Lucky;$29.000.000;$27.767.143;$39.200.823
1883;8/12/2016;Florence Foster Jenkins;$29.000.000;$27.383.770;$44.267.641
1884;2/13/1998;The Borrowers;$29.000.000;$22.619.589;$54.045.832
1885;12/5/2008;Frost/Nixon;$29.000.000;$18.622.031;$28.452.945
1886;11/12/2004;Seed of Chucky;$29.000.000;$17.016.190;$24.716.190
1887;8/23/2002;Serving Sara;$29.000.000;$16.930.185;$20.146.150
1888;12/31/2002;Confessions of a Dangerous Mind;$29.000.000;$16.007.718;$33.013.805
1889;8/26/2009;Taking Woodstock;$29.000.000;$7.460.204;$10.066.366
1890;11/6/1987;Cry Freedom;$29.000.000;$5.899.797;$25.899.797
1891;1/9/2009;Che, Part 1: The Argentine;$29.000.000;$1.733.532;$1.733.532
1892;9/24/1999;Mumford;$28.700.000;$4.559.569;$4.559.569
1893;3/4/2005;The Jacket;$28.500.000;$6.301.131;$15.452.978
1894;11/11/1992;Aladdin;$28.000.000;$217.350.219;$504.050.219
1895;5/23/1984;Indiana Jones and the Temple of Doom;$28.000.000;$179.880.271;$333.080.271
1896;8/14/2015;Straight Outta Compton;$28.000.000;$161.058.685;$202.043.881
1897;7/21/2017;Girls Trip;$28.000.000;$115.108.515;$137.532.122
1898;11/20/1998;The Rugrats Movie;$28.000.000;$100.494.685;$140.894.685
1899;7/15/1988;Die Hard;$28.000.000;$81.350.242;$139.109.346
1900;4/6/2001;Along Came a Spider;$28.000.000;$74.058.698;$105.159.085
1901;2/14/2013;Safe Haven;$28.000.000;$71.399.120;$94.050.951
1902;12/11/2015;The Big Short;$28.000.000;$70.259.870;$133.162.752
1903;11/7/2008;Role Models;$28.000.000;$67.300.955;$94.500.826
1904;10/10/2014;Alexander and the Terrible, Horrible, No Good, Very Bad Day;$28.000.000;$66.954.149;$101.379.287
1905;2/6/2004;Miracle;$28.000.000;$64.378.093;$64.474.705
1906;1/28/2013;Last Vegas;$28.000.000;$63.914.167;$112.914.167
1907;1/26/2001;The Wedding Planner;$28.000.000;$60.400.856;$94.728.529
1908;3/19/2004;Dawn of the Dead;$28.000.000;$58.990.765;$103.452.875
1909;6/26/1981;For Your Eyes Only;$28.000.000;$54.800.000;$195.300.000
1910;12/14/2001;The Royal Tenenbaums;$28.000.000;$52.353.636;$71.430.876
1911;4/25/2003;Identity;$28.000.000;$52.131.264;$82.183.683
1912;10/5/2001;Serendipity;$28.000.000;$50.255.310;$77.477.297
1913;4/16/2010;Kick,Ass;$28.000.000;$48.071.303;$97.531.134
1914;9/28/2001;Zoolander;$28.000.000;$45.172.250;$60.780.981
1915;9/16/1994;Timecop;$28.000.000;$44.853.581;$102.053.581
1916;7/27/2007;No Reservations;$28.000.000;$43.107.979;$91.943.956
1917;7/16/1993;Hocus Pocus;$28.000.000;$39.360.491;$39.360.491
1918;11/11/2005;Pride & Prejudice;$28.000.000;$38.372.662;$126.549.607
1919;8/12/2011;30 Minutes or Less;$28.000.000;$37.053.924;$40.966.716
1920;12/22/2000;Dracula 2000;$28.000.000;$33.000.377;$33.000.377
1921;6/25/1982;Blade Runner;$28.000.000;$32.656.328;$33.139.618
1922;4/7/1995;Rob Roy;$28.000.000;$31.390.587;$31.390.587
1923;2/21/2014;3 Days to Kill;$28.000.000;$30.697.999;$38.959.900
1924;8/16/2013;Kick,Ass 2;$28.000.000;$28.795.985;$63.129.909
1925;10/12/2007;We Own the Night;$28.000.000;$28.563.179;$55.307.857
1926;9/19/2014;A Walk Among the Tombstones;$28.000.000;$26.017.685;$62.108.587
1927;1/15/2010;The Spy Next Door;$28.000.000;$24.307.106;$46.752.858
1928;11/1/2017;A Bad Moms Christmas;$28.000.000;$21.556.106;$21.556.106
1929;4/25/2014;Brick Mansions;$28.000.000;$20.396.829;$73.421.224
1930;5/12/2006;Just My Luck;$28.000.000;$17.326.650;$38.159.905
1931;10/13/2000;Lost Souls;$28.000.000;$16.779.636;$31.320.293
1932;8/21/2015;American Ultra;$28.000.000;$14.439.985;$30.295.076
1933;4/18/2003;Winged Migration;$28.000.000;$11.689.053;$39.134.983
1934;2/5/2016;Pride and Prejudice and Zombies;$28.000.000;$10.907.291;$16.311.335
1935;10/1/1999;Mystery, Alaska;$28.000.000;$8.891.623;$8.891.623
1936;8/24/2001;John Carpenter's Ghosts of Mars;$28.000.000;$8.434.601;$8.434.601
1937;7/11/1997;A Simple Wish;$28.000.000;$8.165.213;$8.165.213
1938;10/30/2015;Our Brand is Crisis;$28.000.000;$7.002.261;$8.592.432
1939;12/25/1997;Kundun;$28.000.000;$5.686.694;$5.686.694
1940;10/3/2008;How to Lose Friends & Alienate People;$28.000.000;$2.775.593;$12.031.443
1941;12/31/2007;Alatriste;$28.000.000;$0;$22.860.477
1942;6/1/2007;Knocked Up;$27.500.000;$148.761.765;$219.265.952
1943;6/10/1983;Octopussy;$27.500.000;$67.900.000;$187.500.000
1944;6/26/2009;My Sister's Keeper;$27.500.000;$49.200.230;$96.673.002
1945;2/8/2008;Welcome Home Roscoe Jenkins;$27.500.000;$42.436.517;$43.607.627
1946;1/13/2012;Joyful Noise;$27.500.000;$30.932.113;$31.157.914
1947;12/14/1984;A Passage to India;$27.500.000;$27.187.653;$27.187.653
1948;12/25/2006;Notes on a Scandal;$27.500.000;$17.510.118;$50.578.411
1949;10/19/2007;Rendition;$27.500.000;$9.736.045;$26.939.925
1950;10/28/2011;Anonymous;$27.500.000;$4.463.292;$15.815.509
1951;3/18/2011;Limitless;$27.000.000;$79.249.455;$155.564.919
1952;12/6/1991;Star Trek VI: The Undiscovered Country;$27.000.000;$74.888.996;$96.900.000
1953;6/7/2002;The Divine Secrets of the Ya,Ya Sisterhood;$27.000.000;$69.586.544;$73.826.768
1954;10/3/1997;Kiss the Girls;$27.000.000;$60.527.873;$60.527.873
1955;6/20/1980;The Blues Brothers;$27.000.000;$57.229.890;$57.229.890
1956;12/25/1994;The Jungle Book;$27.000.000;$44.342.956;$44.342.956
1957;8/6/2008;The Sisterhood of the Traveling Pants 2;$27.000.000;$44.089.964;$44.270.131
1958;5/13/2016;Money Monster;$27.000.000;$41.012.075;$93.469.699
1959;5/17/2002;About a Boy;$27.000.000;$40.803.000;$130.759.651
1960;8/19/2011;Spy Kids: All the Time in the World;$27.000.000;$38.536.376;$80.681.183
1961;7/16/1999;Lake Placid;$27.000.000;$31.770.413;$31.770.413
1962;4/7/2006;Lucky Number Slevin;$27.000.000;$22.495.466;$55.495.466
1963;10/21/1983;The Right Stuff;$27.000.000;$21.500.000;$21.500.000
1964;7/20/1984;Die Unendliche Geschichte;$27.000.000;$21.300.000;$21.300.000
1965;2/27/1998;Dark City;$27.000.000;$14.435.076;$27.257.061
1966;9/19/2008;The Duchess;$27.000.000;$13.848.978;$45.160.110
1967;10/1/2010;Case 39;$27.000.000;$13.261.851;$28.773.827
1968;6/10/2005;The Honeymooners;$27.000.000;$12.834.849;$13.174.426
1969;6/21/1985;Return to Oz;$27.000.000;$10.618.813;$10.618.813
1970;3/27/1998;The Newton Boys;$27.000.000;$10.341.093;$10.341.093
1971;8/27/2004;Suspect Zero;$27.000.000;$8.712.564;$8.712.564
1972;11/2/2007;Martian Child;$27.000.000;$7.500.310;$9.352.089
1973;10/18/2002;Formula 51;$27.000.000;$5.204.007;$5.204.007
1974;11/24/1999;Flawless;$27.000.000;$4.485.485;$4.485.485
1975;5/13/2005;Mindhunters;$27.000.000;$4.476.235;$16.566.235
1976;10/17/2008;What Just Happened;$27.000.000;$1.090.947;$2.412.123
1977;12/12/2003;The Statement;$27.000.000;$765.637;$1.545.064
1978;12/31/2006;The Magic Flute;$27.000.000;$0;$0
1979;11/23/2016;Rules Don’t Apply;$26.700.000;$3.652.206;$3.871.448
1980;1/16/2009;Paul Blart: Mall Cop;$26.000.000;$146.336.178;$185.904.750
1981;8/6/2003;Freaky Friday;$26.000.000;$110.222.438;$160.822.438
1982;8/19/2005;The 40 Year,old Virgin;$26.000.000;$109.449.237;$177.344.230
1983;12/11/1998;Shakespeare in Love;$26.000.000;$100.317.794;$279.500.000
1984;12/21/1990;Kindergarten Cop;$26.000.000;$91.457.688;$202.000.000
1985;8/6/2008;Pineapple Express;$26.000.000;$87.341.380;$102.404.019
1986;12/22/1993;Philadelphia;$26.000.000;$77.324.422;$201.324.422
1987;7/31/1998;Ever After: A Cinderella Story;$26.000.000;$65.705.772;$65.705.772
1988;8/10/1990;Flatliners;$26.000.000;$61.308.153;$61.308.153
1989;8/15/2003;Open Range;$26.000.000;$58.331.254;$68.613.992
1990;8/19/2005;Red Eye;$26.000.000;$57.891.803;$96.666.486
1991;12/9/2011;New Year’s Eve;$26.000.000;$54.544.638;$146.850.273
1992;6/15/1977;A Bridge Too Far;$26.000.000;$50.800.000;$50.800.000
1993;4/26/2013;Pain & Gain;$26.000.000;$49.875.291;$81.275.291
1994;1/31/2003;Final Destination 2;$26.000.000;$46.896.664;$90.396.664
1995;12/22/2000;O Brother, Where Art Thou?;$26.000.000;$45.506.619;$75.763.814
1996;12/29/2004;In Good Company;$26.000.000;$45.489.752;$63.489.752
1997;1/22/2010;Legion;$26.000.000;$40.168.080;$67.647.574
1998;8/29/2012;Lawless;$26.000.000;$37.397.291;$54.393.637
1999;3/29/2002;Clockstoppers;$26.000.000;$36.985.501;$38.788.828
2000;7/10/1985;Silverado;$26.000.000;$33.200.000;$33.200.000
2001;12/4/2009;Brothers;$26.000.000;$28.544.157;$45.043.870
2002;10/17/2014;The Best of Me;$26.000.000;$26.766.213;$41.059.418
2003;3/12/2004;Agent Cody Banks 2: Destination London;$26.000.000;$23.514.247;$28.703.083
2004;8/3/2001;Original Sin;$26.000.000;$16.521.410;$16.521.410
2005;4/27/2012;The Raven;$26.000.000;$16.008.272;$30.601.801
2006;2/20/2004;Welcome to Mooseport;$26.000.000;$14.469.428;$14.469.428
2007;1/27/1995;Highlander III: The Sorcerer;$26.000.000;$13.738.574;$13.738.574
2008;7/10/2015;Self/Less;$26.000.000;$12.279.691;$33.713.827
2009;8/24/2001;The Curse of the Jade Scorpion;$26.000.000;$7.496.522;$18.496.522
2010;10/18/2013;The Fifth Estate;$26.000.000;$3.254.172;$6.154.172
2011;2/21/1997;Blood and Wine;$26.000.000;$1.083.350;$1.083.350
2012;3/21/2014;Blood Ties;$26.000.000;$42.472;$2.923.959
2013;8/24/1997;The Grimm Brothers' Snow White;$26.000.000;$5.000;$5.000
2014;6/30/2015;Viy;$26.000.000;$0;$34.246.770
2015;3/17/2015;Accidental Love;$26.000.000;$0;$135.436
2016;4/24/2015;The Face of an Angel;$26.000.000;$0;$0
2017;5/17/1996;Flipper;$25.530.000;$20.080.020;$30.593.313
2018;8/31/2005;The Constant Gardener;$25.500.000;$33.579.798;$86.301.599
2019;10/17/2008;W.;$25.100.000;$25.534.493;$28.575.778
2020;2/25/2004;The Passion of the Christ;$25.000.000;$370.782.930;$622.341.924
2021;11/24/1993;Mrs. Doubtfire;$25.000.000;$219.195.051;$441.286.003
2022;12/16/1988;Rain Man;$25.000.000;$172.825.435;$412.800.000
2023;8/10/2011;The Help;$25.000.000;$169.705.587;$213.120.004
2024;12/25/2016;Hidden Figures;$25.000.000;$169.387.004;$232.287.004
2025;12/12/2008;Gran Torino;$25.000.000;$148.095.302;$274.543.085
2026;1/30/2009;Taken;$25.000.000;$145.000.989;$226.941.585
2027;1/17/2014;Ride Along;$25.000.000;$134.202.565;$153.733.800
2028;11/25/1992;The Bodyguard;$25.000.000;$121.945.720;$410.900.000
2029;12/15/1993;Schindler's List;$25.000.000;$96.067.179;$321.365.567
2030;7/2/2003;Legally Blonde 2: Red, White & Blonde;$25.000.000;$90.639.088;$125.339.088
2031;3/26/2004;Scooby,Doo 2: Monsters Unleashed;$25.000.000;$84.185.387;$181.185.387
2032;7/9/2004;Anchorman: The Legend of Ron Burgundy;$25.000.000;$84.136.909;$89.476.265
2033;8/15/2003;Freddy vs. Jason;$25.000.000;$82.622.655;$114.576.403
2034;2/16/2007;Bridge to Terabithia;$25.000.000;$82.234.139;$137.984.788
2035;12/21/2001;Jimmy Neutron: Boy Genius;$25.000.000;$80.936.232;$102.992.536
2036;1/18/2008;Cloverfield;$25.000.000;$80.048.433;$171.302.226
2037;2/5/2010;Dear John;$25.000.000;$80.014.842;$142.033.509
2038;3/22/1991;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;$25.000.000;$78.656.813;$78.656.813
